tier,oracle,algorithm,seed,status,checked,n_mismatches_sampled,max_abs_error,examples,path
medium,qed,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/graph_ga/seed_1/results_graph_ga_qed_1.yaml
medium,qed,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/graph_ga/seed_2/results_graph_ga_qed_2.yaml
medium,qed,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/graph_mcts/seed_0/results_graph_mcts_qed_0.yaml
medium,qed,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/graph_mcts/seed_1/results_graph_mcts_qed_1.yaml
medium,qed,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/graph_mcts/seed_2/results_graph_mcts_qed_2.yaml
medium,qed,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/mimosa/seed_0/results_mimosa_qed_0.yaml
medium,qed,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/mimosa/seed_1/results_mimosa_qed_1.yaml
medium,qed,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/mimosa/seed_2/results_mimosa_qed_2.yaml
medium,qed,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/moldqn/seed_0/results_moldqn_qed_0.yaml
medium,qed,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/moldqn/seed_1/results_moldqn_qed_1.yaml
medium,qed,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/moldqn/seed_2/results_moldqn_qed_2.yaml
medium,qed,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent/seed_0/results_reinvent_qed_0.yaml
medium,qed,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent/seed_1/results_reinvent_qed_1.yaml
medium,qed,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent/seed_2/results_reinvent_qed_2.yaml
medium,qed,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent_selfies/seed_0/results_reinvent_selfies_qed_0.yaml
medium,qed,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent_selfies/seed_1/results_reinvent_selfies_qed_1.yaml
medium,qed,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/reinvent_selfies/seed_2/results_reinvent_selfies_qed_2.yaml
medium,qed,screening,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/screening/seed_0/results_screening_qed_0.yaml
medium,qed,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/screening/seed_1/results_screening_qed_1.yaml
medium,qed,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/qed/screening/seed_2/results_screening_qed_2.yaml
medium,qed,selfies_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/selfies_ga/seed_0/results_selfies_ga_qed_0.yaml
medium,qed,selfies_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/selfies_ga/seed_1/results_selfies_ga_qed_1.yaml
medium,qed,selfies_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/selfies_ga/seed_2/results_selfies_ga_qed_2.yaml
medium,qed,smiles_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/smiles_ga/seed_0/results_smiles_ga_qed_0.yaml
medium,qed,smiles_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/smiles_ga/seed_1/results_smiles_ga_qed_1.yaml
medium,qed,smiles_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/smiles_ga/seed_2/results_smiles_ga_qed_2.yaml
medium,qed,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/stoned/seed_0/results_stoned_qed_0.yaml
medium,qed,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/stoned/seed_1/results_stoned_qed_1.yaml
medium,qed,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/qed/stoned/seed_2/results_stoned_qed_2.yaml
medium,rot_bonds,gpbo,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/gpbo/seed_0/results_gp_bo_rot_bonds_0.yaml
medium,rot_bonds,gpbo,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/gpbo/seed_1/results_gp_bo_rot_bonds_1.yaml
medium,rot_bonds,gpbo,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/gpbo/seed_2/results_gp_bo_rot_bonds_2.yaml
medium,rot_bonds,graph_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_ga/seed_0/results_graph_ga_rot_bonds_0.yaml
medium,rot_bonds,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_ga/seed_1/results_graph_ga_rot_bonds_1.yaml
medium,rot_bonds,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_ga/seed_2/results_graph_ga_rot_bonds_2.yaml
medium,rot_bonds,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_mcts/seed_0/results_graph_mcts_rot_bonds_0.yaml
medium,rot_bonds,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_mcts/seed_1/results_graph_mcts_rot_bonds_1.yaml
medium,rot_bonds,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/graph_mcts/seed_2/results_graph_mcts_rot_bonds_2.yaml
medium,rot_bonds,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/mimosa/seed_0/results_mimosa_rot_bonds_0.yaml
medium,rot_bonds,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/mimosa/seed_1/results_mimosa_rot_bonds_1.yaml
medium,rot_bonds,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/mimosa/seed_2/results_mimosa_rot_bonds_2.yaml
medium,rot_bonds,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/moldqn/seed_0/results_moldqn_rot_bonds_0.yaml
medium,rot_bonds,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/moldqn/seed_1/results_moldqn_rot_bonds_1.yaml
medium,rot_bonds,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/moldqn/seed_2/results_moldqn_rot_bonds_2.yaml
medium,rot_bonds,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent/seed_0/results_reinvent_rot_bonds_0.yaml
medium,rot_bonds,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent/seed_1/results_reinvent_rot_bonds_1.yaml
medium,rot_bonds,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent/seed_2/results_reinvent_rot_bonds_2.yaml
medium,rot_bonds,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent_selfies/seed_0/results_reinvent_selfies_rot_bonds_0.yaml
medium,rot_bonds,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent_selfies/seed_1/results_reinvent_selfies_rot_bonds_1.yaml
medium,rot_bonds,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/reinvent_selfies/seed_2/results_reinvent_selfies_rot_bonds_2.yaml
medium,rot_bonds,screening,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/screening/seed_0/results_screening_rot_bonds_0.yaml
medium,rot_bonds,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/screening/seed_1/results_screening_rot_bonds_1.yaml
medium,rot_bonds,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/screening/seed_2/results_screening_rot_bonds_2.yaml
medium,rot_bonds,selfies_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/selfies_ga/seed_0/results_selfies_ga_rot_bonds_0.yaml
medium,rot_bonds,selfies_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/selfies_ga/seed_1/results_selfies_ga_rot_bonds_1.yaml
medium,rot_bonds,selfies_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/selfies_ga/seed_2/results_selfies_ga_rot_bonds_2.yaml
medium,rot_bonds,smiles_ga,0,ok,662,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/smiles_ga/seed_0/results_smiles_ga_rot_bonds_0.yaml
medium,rot_bonds,smiles_ga,1,ok,729,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/smiles_ga/seed_1/results_smiles_ga_rot_bonds_1.yaml
medium,rot_bonds,smiles_ga,2,ok,607,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/smiles_ga/seed_2/results_smiles_ga_rot_bonds_2.yaml
medium,rot_bonds,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/stoned/seed_0/results_stoned_rot_bonds_0.yaml
medium,rot_bonds,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/stoned/seed_1/results_stoned_rot_bonds_1.yaml
medium,rot_bonds,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/rot_bonds/stoned/seed_2/results_stoned_rot_bonds_2.yaml
medium,sascore,gpbo,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/gpbo/seed_0/results_gp_bo_sascore_0.yaml
medium,sascore,gpbo,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/gpbo/seed_1/results_gp_bo_sascore_1.yaml
medium,sascore,gpbo,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/gpbo/seed_2/results_gp_bo_sascore_2.yaml
medium,sascore,graph_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/graph_ga/seed_0/results_graph_ga_sascore_0.yaml
medium,sascore,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/graph_ga/seed_1/results_graph_ga_sascore_1.yaml
medium,sascore,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/graph_ga/seed_2/results_graph_ga_sascore_2.yaml
medium,sascore,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/sascore/graph_mcts/seed_0/results_graph_mcts_sascore_0.yaml
medium,sascore,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/sascore/graph_mcts/seed_1/results_graph_mcts_sascore_1.yaml
medium,sascore,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/sascore/graph_mcts/seed_2/results_graph_mcts_sascore_2.yaml
medium,sascore,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/mimosa/seed_0/results_mimosa_sascore_0.yaml
medium,sascore,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/mimosa/seed_1/results_mimosa_sascore_1.yaml
medium,sascore,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/mimosa/seed_2/results_mimosa_sascore_2.yaml
medium,sascore,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/moldqn/seed_0/results_moldqn_sascore_0.yaml
medium,sascore,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/moldqn/seed_1/results_moldqn_sascore_1.yaml
medium,sascore,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/moldqn/seed_2/results_moldqn_sascore_2.yaml
medium,sascore,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/reinvent/seed_0/results_reinvent_sascore_0.yaml
medium,sascore,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/reinvent/seed_1/results_reinvent_sascore_1.yaml
medium,sascore,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/reinvent/seed_2/results_reinvent_sascore_2.yaml
medium,sascore,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/reinvent_selfies/seed_0/results_reinvent_selfies_sascore_0.yaml
medium,sascore,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/reinvent_selfies/seed_1/results_reinvent_selfies_sascore_1.yaml
medium,sascore,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/reinvent_selfies/seed_2/results_reinvent_selfies_sascore_2.yaml
medium,sascore,screening,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/sascore/screening/seed_0/results_screening_sascore_0.yaml
medium,sascore,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/sascore/screening/seed_1/results_screening_sascore_1.yaml
medium,sascore,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/sascore/screening/seed_2/results_screening_sascore_2.yaml
medium,sascore,selfies_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/selfies_ga/seed_0/results_selfies_ga_sascore_0.yaml
medium,sascore,selfies_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/selfies_ga/seed_1/results_selfies_ga_sascore_1.yaml
medium,sascore,selfies_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/selfies_ga/seed_2/results_selfies_ga_sascore_2.yaml
medium,sascore,smiles_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/smiles_ga/seed_0/results_smiles_ga_sascore_0.yaml
medium,sascore,smiles_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/smiles_ga/seed_1/results_smiles_ga_sascore_1.yaml
medium,sascore,smiles_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/smiles_ga/seed_2/results_smiles_ga_sascore_2.yaml
medium,sascore,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/stoned/seed_0/results_stoned_sascore_0.yaml
medium,sascore,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/stoned/seed_1/results_stoned_sascore_1.yaml
medium,sascore,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/sascore/stoned/seed_2/results_stoned_sascore_2.yaml
medium,tpsa,gpbo,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/gpbo/seed_0/results_gp_bo_tpsa_0.yaml
medium,tpsa,gpbo,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/gpbo/seed_1/results_gp_bo_tpsa_1.yaml
medium,tpsa,gpbo,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/gpbo/seed_2/results_gp_bo_tpsa_2.yaml
medium,tpsa,graph_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/graph_ga/seed_0/results_graph_ga_tpsa_0.yaml
medium,tpsa,graph_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/graph_ga/seed_1/results_graph_ga_tpsa_1.yaml
medium,tpsa,graph_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/graph_ga/seed_2/results_graph_ga_tpsa_2.yaml
medium,tpsa,graph_mcts,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/tpsa/graph_mcts/seed_0/results_graph_mcts_tpsa_0.yaml
medium,tpsa,graph_mcts,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/tpsa/graph_mcts/seed_1/results_graph_mcts_tpsa_1.yaml
medium,tpsa,graph_mcts,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/tpsa/graph_mcts/seed_2/results_graph_mcts_tpsa_2.yaml
medium,tpsa,mimosa,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/mimosa/seed_0/results_mimosa_tpsa_0.yaml
medium,tpsa,mimosa,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/mimosa/seed_1/results_mimosa_tpsa_1.yaml
medium,tpsa,mimosa,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/mimosa/seed_2/results_mimosa_tpsa_2.yaml
medium,tpsa,moldqn,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/moldqn/seed_0/results_moldqn_tpsa_0.yaml
medium,tpsa,moldqn,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/moldqn/seed_1/results_moldqn_tpsa_1.yaml
medium,tpsa,moldqn,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/moldqn/seed_2/results_moldqn_tpsa_2.yaml
medium,tpsa,reinvent,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/reinvent/seed_0/results_reinvent_tpsa_0.yaml
medium,tpsa,reinvent,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/reinvent/seed_1/results_reinvent_tpsa_1.yaml
medium,tpsa,reinvent,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/reinvent/seed_2/results_reinvent_tpsa_2.yaml
medium,tpsa,reinvent_selfies,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/reinvent_selfies/seed_0/results_reinvent_selfies_tpsa_0.yaml
medium,tpsa,reinvent_selfies,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/reinvent_selfies/seed_1/results_reinvent_selfies_tpsa_1.yaml
medium,tpsa,reinvent_selfies,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/reinvent_selfies/seed_2/results_reinvent_selfies_tpsa_2.yaml
medium,tpsa,screening,0,ok,1000,0,0.0,-,oracle_benchmark_results/medium/tpsa/screening/seed_0/results_screening_tpsa_0.yaml
medium,tpsa,screening,1,ok,1000,0,0.0,-,oracle_benchmark_results/medium/tpsa/screening/seed_1/results_screening_tpsa_1.yaml
medium,tpsa,screening,2,ok,1000,0,0.0,-,oracle_benchmark_results/medium/tpsa/screening/seed_2/results_screening_tpsa_2.yaml
medium,tpsa,selfies_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/selfies_ga/seed_0/results_selfies_ga_tpsa_0.yaml
medium,tpsa,selfies_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/selfies_ga/seed_1/results_selfies_ga_tpsa_1.yaml
medium,tpsa,selfies_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/selfies_ga/seed_2/results_selfies_ga_tpsa_2.yaml
medium,tpsa,smiles_ga,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/smiles_ga/seed_0/results_smiles_ga_tpsa_0.yaml
medium,tpsa,smiles_ga,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/smiles_ga/seed_1/results_smiles_ga_tpsa_1.yaml
medium,tpsa,smiles_ga,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/smiles_ga/seed_2/results_smiles_ga_tpsa_2.yaml
medium,tpsa,stoned,0,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/stoned/seed_0/results_stoned_tpsa_0.yaml
medium,tpsa,stoned,1,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/stoned/seed_1/results_stoned_tpsa_1.yaml
medium,tpsa,stoned,2,ok,1001,0,0.0,-,oracle_benchmark_results/medium/tpsa/stoned/seed_2/results_stoned_tpsa_2.yaml
